entidad_nacimiento,Nivel Agregación,Rango_edad_2,fecha,PTPD_Aseg,PTPD_Aseg_H,PTPD_Aseg_M,PTPD_Aseg_NB,PTPD_Puestos,PTPD_Puestos_H,PTPD_Puestos_M,PTPD_Puestos_NB,TOTAL
Morelos,subdel,Entre 20 y 25 años,202507,3247,2914,333,0,117,110,7,0,117
Morelos,subdel,Entre 25 y 30 años,202507,3610,3230,380,0,194,185,9,0,194
Morelos,subdel,Entre 30 y 35 años,202507,2782,2481,301,0,205,183,22,0,205
Morelos,subdel,Entre 35 y 40 años,202507,1919,1707,212,0,212,192,20,0,212
Morelos,subdel,Entre 40 y 45 años,202507,1268,1142,126,0,137,120,17,0,137
Morelos,subdel,Entre 45 y 50 años,202507,800,699,101,0,130,124,6,0,130
Morelos,subdel,Entre 50 y 55 años,202507,485,430,55,0,98,93,5,0,98
Morelos,subdel,Entre 55 y 60 años,202507,290,265,25,0,54,52,2,0,54
Morelos,subdel,Entre 60 y 65 años,202507,124,114,10,0,22,20,2,0,22
Morelos,subdel,Entre 65 y 70 años,202507,40,37,3,0,6,6,0,0,6
Morelos,subdel,Entre 70 y 75 años,202507,16,16,0,0,2,2,0,0,2
México,subdel,75 años y más,202507,248,236,12,0,3,3,0,0,3
México,subdel,Entre 15 y 20 años,202507,124,121,3,0,2,2,0,0,2
México,subdel,Entre 20 y 25 años,202507,2009,1936,73,0,46,45,1,0,46
México,subdel,Entre 25 y 30 años,202507,2612,2483,129,0,90,85,5,0,90
México,subdel,Entre 30 y 35 años,202507,2320,2202,118,0,109,103,6,0,109
México,subdel,Entre 35 y 40 años,202507,1613,1522,91,0,77,77,0,0,77
México,subdel,Entre 40 y 45 años,202507,876,830,46,0,46,42,4,0,46
México,subdel,Entre 45 y 50 años,202507,547,524,23,0,33,32,1,0,33
México,subdel,Entre 50 y 55 años,202507,304,287,17,0,15,15,0,0,15
México,subdel,Entre 55 y 60 años,202507,168,162,6,0,11,11,0,0,11
México,subdel,Entre 60 y 65 años,202507,68,67,1,0,4,4,0,0,4
México,subdel,Entre 65 y 70 años,202507,32,31,1,0,2,2,0,0,2
México,subdel,Entre 70 y 75 años,202507,6,6,0,0,0,0,0,0,0
México,subdel,75 años y más,202507,5302,4776,526,0,99,95,4,0,99
México,subdel,Entre 15 y 20 años,202507,2659,2477,182,0,57,54,3,0,57
México,subdel,Entre 20 y 25 años,202507,28348,25750,2598,0,968,917,51,0,968
México,subdel,Entre 25 y 30 años,202507,30916,27987,2929,0,1707,1603,104,0,1707
México,subdel,Entre 30 y 35 años,202507,24658,22332,2326,0,1956,1819,137,0,1956
México,subdel,Entre 35 y 40 años,202507,14952,13592,1360,0,1603,1494,109,0,1603
México,subdel,Entre 40 y 45 años,202507,7729,6927,802,0,940,873,67,0,940
México,subdel,Entre 45 y 50 años,202507,4223,3802,421,0,644,608,36,0,644
México,subdel,Entre 50 y 55 años,202507,2292,2077,215,0,423,397,26,0,423
México,subdel,Entre 55 y 60 años,202507,1215,1100,115,0,262,256,6,0,262
México,subdel,Entre 60 y 65 años,202507,582,541,41,0,106,105,1,0,106
México,subdel,Entre 65 y 70 años,202507,203,190,13,0,33,33,0,0,33
México,subdel,Entre 70 y 75 años,202507,62,55,7,0,8,8,0,0,8
Nayarit,subdel,75 años y más,202507,97,96,1,0,5,5,0,0,5
Nayarit,subdel,Entre 15 y 20 años,202507,35,35,0,0,2,2,0,0,2
Nayarit,subdel,Entre 20 y 25 años,202507,705,676,29,0,64,64,0,0,64
Nayarit,subdel,Entre 25 y 30 años,202507,1061,1016,45,0,97,97,0,0,97
Nayarit,subdel,Entre 30 y 35 años,202507,1090,1022,68,0,106,102,4,0,106
Nayarit,subdel,Entre 35 y 40 años,202507,1018,949,69,0,125,120,5,0,125
Nayarit,subdel,Entre 40 y 45 años,202507,869,817,52,0,124,121,3,0,124
Nayarit,subdel,Entre 45 y 50 años,202507,616,585,31,0,84,80,4,0,84
Nayarit,subdel,Entre 50 y 55 años,202507,378,361,17,0,42,42,0,0,42
Nayarit,subdel,Entre 55 y 60 años,202507,243,236,7,0,33,33,0,0,33
Nayarit,subdel,Entre 60 y 65 años,202507,127,122,5,0,12,12,0,0,12
Nayarit,subdel,Entre 65 y 70 años,202507,54,53,1,0,5,5,0,0,5
Nayarit,subdel,Entre 70 y 75 años,202507,13,13,0,0,0,0,0,0,0
Nayarit,subdel,75 años y más,202507,172,159,13,0,7,7,0,0,7
Nayarit,subdel,Entre 15 y 20 años,202507,85,78,7,0,4,4,0,0,4
Nayarit,subdel,Entre 20 y 25 años,202507,1074,972,102,0,42,40,2,0,42
Nayarit,subdel,Entre 25 y 30 años,202507,1157,1047,110,0,82,78,4,0,82
Nayarit,subdel,Entre 30 y 35 años,202507,1050,942,108,0,107,100,7,0,107
Nayarit,subdel,Entre 35 y 40 años,202507,794,697,97,0,117,108,9,0,117
Nayarit,subdel,Entre 40 y 45 años,202507,641,559,82,0,112,101,11,0,112
Nayarit,subdel,Entre 45 y 50 años,202507,372,328,44,0,77,73,4,0,77
Nayarit,subdel,Entre 50 y 55 años,202507,284,247,37,0,59,54,5,0,59
Nayarit,subdel,Entre 55 y 60 años,202507,140,120,20,0,35,35,0,0,35
Nayarit,subdel,Entre 60 y 65 años,202507,85,79,6,0,19,18,1,0,19
Nayarit,subdel,Entre 65 y 70 años,202507,46,43,3,0,10,10,0,0,10
Nayarit,subdel,Entre 70 y 75 años,202507,17,17,0,0,4,4,0,0,4
Nuevo León,subdel,75 años y más,202507,66,60,6,0,4,4,0,0,4
Nuevo León,subdel,Entre 15 y 20 años,202507,198,186,12,0,2,2,0,0,2
Nuevo León,subdel,Entre 20 y 25 años,202507,1297,1214,83,0,59,56,3,0,59
Nuevo León,subdel,Entre 25 y 30 años,202507,1394,1296,98,0,74,73,1,0,74
Nuevo León,subdel,Entre 30 y 35 años,202507,1369,1259,110,0,85,84,1,0,85
Nuevo León,subdel,Entre 35 y 40 años,202507,1191,1105,86,0,91,86,5,0,91
Nuevo León,subdel,Entre 40 y 45 años,202507,974,888,86,0,80,73,7,0,80
Nuevo León,subdel,Entre 45 y 50 años,202507,718,658,60,0,61,59,2,0,61
Nuevo León,subdel,Entre 50 y 55 años,202507,472,412,60,0,40,36,4,0,40
Nuevo León,subdel,Entre 55 y 60 años,202507,281,246,35,0,33,29,4,0,33
Nuevo León,subdel,Entre 60 y 65 años,202507,140,128,12,0,13,13,0,0,13
Nuevo León,subdel,Entre 65 y 70 años,202507,47,44,3,0,4,3,1,0,4
Nuevo León,subdel,Entre 70 y 75 años,202507,5,4,1,0,0,0,0,0,0
Nuevo León,subdel,75 años y más,202507,783,682,101,0,44,39,5,0,44
Nuevo León,subdel,Entre 15 y 20 años,202507,1762,1597,165,0,92,86,6,0,92
Nuevo León,subdel,Entre 20 y 25 años,202507,10803,9540,1263,0,1019,974,45,0,1019
Nuevo León,subdel,Entre 25 y 30 años,202507,13067,11516,1551,0,1834,1729,105,0,1834
Nuevo León,subdel,Entre 30 y 35 años,202507,13222,11591,1631,0,2342,2173,169,0,2342
Nuevo León,subdel,Entre 35 y 40 años,202507,10741,9447,1294,0,2223,2053,170,0,2223
Nuevo León,subdel,Entre 40 y 45 años,202507,8567,7485,1082,0,2012,1855,157,0,2012
Nuevo León,subdel,Entre 45 y 50 años,202507,5633,4907,726,0,1541,1441,100,0,1541
Nuevo León,subdel,Entre 50 y 55 años,202507,3844,3292,552,0,1195,1106,89,0,1195
Nuevo León,subdel,Entre 55 y 60 años,202507,2468,2180,288,0,806,757,49,0,806
Nuevo León,subdel,Entre 60 y 65 años,202507,1211,1088,123,0,349,341,8,0,349
Nuevo León,subdel,Entre 65 y 70 años,202507,383,352,31,0,97,95,2,0,97
Nuevo León,subdel,Entre 70 y 75 años,202507,107,98,9,0,18,17,1,0,18
Oaxaca,subdel,75 años y más,202507,19,19,0,0,2,2,0,0,2
Oaxaca,subdel,Entre 15 y 20 años,202507,12,12,0,0,0,0,0,0,0
Oaxaca,subdel,Entre 20 y 25 años,202507,279,271,8,0,15,14,1,0,15
Oaxaca,subdel,Entre 25 y 30 años,202507,590,563,27,0,35,34,1,0,35
Oaxaca,subdel,Entre 30 y 35 años,202507,587,546,41,0,44,42,2,0,44
Oaxaca,subdel,Entre 35 y 40 años,202507,431,403,28,0,36,34,2,0,36
Oaxaca,subdel,Entre 40 y 45 años,202507,370,350,20,0,37,35,2,0,37
Oaxaca,subdel,Entre 45 y 50 años,202507,241,232,9,0,15,15,0,0,15
Oaxaca,subdel,Entre 50 y 55 años,202507,137,134,3,0,11,11,0,0,11
Oaxaca,subdel,Entre 55 y 60 años,202507,79,72,7,0,12,11,1,0,12
Oaxaca,subdel,Entre 60 y 65 años,202507,48,47,1,0,8,8,0,0,8
Oaxaca,subdel,Entre 65 y 70 años,202507,17,16,1,0,3,3,0,0,3
Oaxaca,subdel,Entre 70 y 75 años,202507,3,3,0,0,0,0,0,0,0
Oaxaca,subdel,75 años y más,202507,432,397,35,0,9,9,0,0,9
Oaxaca,subdel,Entre 15 y 20 años,202507,192,177,15,0,6,6,0,0,6
Oaxaca,subdel,Entre 20 y 25 años,202507,2851,2549,302,0,109,103,6,0,109
Oaxaca,subdel,Entre 25 y 30 años,202507,3895,3455,440,0,268,248,20,0,268
Oaxaca,subdel,Entre 30 y 35 años,202507,3268,2892,376,0,319,292,27,0,319
Oaxaca,subdel,Entre 35 y 40 años,202507,2242,1957,285,0,246,221,25,0,246
Oaxaca,subdel,Entre 40 y 45 años,202507,1553,1387,166,0,206,190,16,0,206
Oaxaca,subdel,Entre 45 y 50 años,202507,997,892,105,0,172,160,12,0,172
Oaxaca,subdel,Entre 50 y 55 años,202507,623,554,69,0,130,120,10,0,130
Oaxaca,subdel,Entre 55 y 60 años,202507,315,284,31,0,64,60,4,0,64
Oaxaca,subdel,Entre 60 y 65 años,202507,203,180,23,0,38,38,0,0,38
Oaxaca,subdel,Entre 65 y 70 años,202507,64,58,6,0,12,10,2,0,12
Oaxaca,subdel,Entre 70 y 75 años,202507,32,31,1,0,3,3,0,0,3
Puebla,subdel,75 años y más,202507,109,106,3,0,2,2,0,0,2
Puebla,subdel,Entre 15 y 20 años,202507,33,32,1,0,0,0,0,0,0
Puebla,subdel,Entre 20 y 25 años,202507,760,735,25,0,14,14,0,0,14
Puebla,subdel,Entre 25 y 30 años,202507,1142,1105,37,0,31,31,0,0,31
Puebla,subdel,Entre 30 y 35 años,202507,1242,1197,45,0,45,44,1,0,45
Puebla,subdel,Entre 35 y 40 años,202507,975,927,48,0,42,41,1,0,42
Puebla,subdel,Entre 40 y 45 años,202507,809,764,45,0,38,36,2,0,38
Puebla,subdel,Entre 45 y 50 años,202507,590,569,21,0,30,30,0,0,30
Puebla,subdel,Entre 50 y 55 años,202507,370,355,15,0,15,15,0,0,15
Puebla,subdel,Entre 55 y 60 años,202507,201,192,9,0,11,11,0,0,11
Puebla,subdel,Entre 60 y 65 años,202507,105,104,1,0,6,6,0,0,6
Puebla,subdel,Entre 65 y 70 años,202507,31,31,0,0,2,2,0,0,2
Puebla,subdel,Entre 70 y 75 años,202507,10,10,0,0,1,1,0,0,1
Puebla,subdel,75 años y más,202507,1124,1033,91,0,27,27,0,0,27
Puebla,subdel,Entre 15 y 20 años,202507,522,478,44,0,10,9,1,0,10
Puebla,subdel,Entre 20 y 25 años,202507,7093,6513,580,0,271,257,14,0,271
Puebla,subdel,Entre 25 y 30 años,202507,8612,7856,756,0,603,567,36,0,603
Puebla,subdel,Entre 30 y 35 años,202507,7701,6949,752,0,645,603,42,0,645
Puebla,subdel,Entre 35 y 40 años,202507,5568,5033,535,0,666,612,54,0,666
Puebla,subdel,Entre 40 y 45 años,202507,4123,3693,430,0,573,521,52,0,573
Puebla,subdel,Entre 45 y 50 años,202507,2599,2368,231,0,461,434,27,0,461
Puebla,subdel,Entre 50 y 55 años,202507,1743,1569,174,0,408,384,24,0,408
Puebla,subdel,Entre 55 y 60 años,202507,1018,943,75,0,220,216,4,0,220
Puebla,subdel,Entre 60 y 65 años,202507,503,467,36,0,97,94,3,0,97
Puebla,subdel,Entre 65 y 70 años,202507,166,153,13,0,31,30,1,0,31
Puebla,subdel,Entre 70 y 75 años,202507,55,51,4,0,7,7,0,0,7
Querétaro,subdel,75 años y más,202507,42,40,2,0,1,1,0,0,1
Querétaro,subdel,Entre 15 y 20 años,202507,46,44,2,0,1,1,0,0,1
Querétaro,subdel,Entre 20 y 25 años,202507,526,508,18,0,24,24,0,0,24
Querétaro,subdel,Entre 25 y 30 años,202507,815,766,49,0,60,60,0,0,60
Querétaro,subdel,Entre 30 y 35 años,202507,887,841,46,0,54,52,2,0,54
Querétaro,subdel,Entre 35 y 40 años,202507,705,666,39,0,64,60,4,0,64
Querétaro,subdel,Entre 40 y 45 años,202507,563,528,35,0,51,48,3,0,51
Querétaro,subdel,Entre 45 y 50 años,202507,417,394,23,0,38,37,1,0,38
Querétaro,subdel,Entre 50 y 55 años,202507,285,271,14,0,28,25,3,0,28
Querétaro,subdel,Entre 55 y 60 años,202507,161,157,4,0,21,21,0,0,21
Querétaro,subdel,Entre 60 y 65 años,202507,54,52,2,0,7,7,0,0,7
Querétaro,subdel,Entre 65 y 70 años,202507,23,23,0,0,0,0,0,0,0
Querétaro,subdel,Entre 70 y 75 años,202507,1,1,0,0,0,0,0,0,0
Querétaro,subdel,75 años y más,202507,317,288,29,0,11,11,0,0,11
Querétaro,subdel,Entre 15 y 20 años,202507,331,303,28,0,7,5,2,0,7
Querétaro,subdel,Entre 20 y 25 años,202507,2608,2396,212,0,112,108,4,0,112
Querétaro,subdel,Entre 25 y 30 años,202507,2934,2629,305,0,201,184,17,0,201
Querétaro,subdel,Entre 30 y 35 años,202507,2382,2122,260,0,212,192,20,0,212
Querétaro,subdel,Entre 35 y 40 años,202507,1677,1501,176,0,182,168,14,0,182
Querétaro,subdel,Entre 40 y 45 años,202507,1209,1060,149,0,175,153,22,0,175
Querétaro,subdel,Entre 45 y 50 años,202507,628,556,72,0,117,111,6,0,117
Querétaro,subdel,Entre 50 y 55 años,202507,368,333,35,0,73,70,3,0,73
Querétaro,subdel,Entre 55 y 60 años,202507,228,217,11,0,56,55,1,0,56
Querétaro,subdel,Entre 60 y 65 años,202507,100,93,7,0,23,23,0,0,23
Querétaro,subdel,Entre 65 y 70 años,202507,29,27,2,0,7,7,0,0,7
Querétaro,subdel,Entre 70 y 75 años,202507,8,8,0,0,0,0,0,0,0
Quintana Roo,subdel,75 años y más,202507,56,55,1,0,1,1,0,0,1
Quintana Roo,subdel,Entre 15 y 20 años,202507,47,46,1,0,1,1,0,0,1
Quintana Roo,subdel,Entre 20 y 25 años,202507,435,420,15,0,5,5,0,0,5
Quintana Roo,subdel,Entre 25 y 30 años,202507,571,529,42,0,24,24,0,0,24
Quintana Roo,subdel,Entre 30 y 35 años,202507,487,442,45,0,18,17,1,0,18
Quintana Roo,subdel,Entre 35 y 40 años,202507,306,276,30,0,13,12,1,0,13
Quintana Roo,subdel,Entre 40 y 45 años,202507,171,161,10,0,10,10,0,0,10
Quintana Roo,subdel,Entre 45 y 50 años,202507,87,81,6,0,8,8,0,0,8
Quintana Roo,subdel,Entre 50 y 55 años,202507,35,31,4,0,2,2,0,0,2
Quintana Roo,subdel,Entre 55 y 60 años,202507,10,7,3,0,1,0,1,0,1
Quintana Roo,subdel,Entre 60 y 65 años,202507,6,5,1,0,1,1,0,0,1
Quintana Roo,subdel,Entre 65 y 70 años,202507,1,1,0,0,0,0,0,0,0
Quintana Roo,subdel,75 años y más,202507,550,493,57,0,15,14,1,0,15
Quintana Roo,subdel,Entre 15 y 20 años,202507,398,364,34,0,11,11,0,0,11
Quintana Roo,subdel,Entre 20 y 25 años,202507,2947,2651,296,0,111,106,5,0,111
Quintana Roo,subdel,Entre 25 y 30 años,202507,2847,2475,372,0,202,187,15,0,202
Quintana Roo,subdel,Entre 30 y 35 años,202507,2129,1830,299,0,183,159,24,0,183
Quintana Roo,subdel,Entre 35 y 40 años,202507,1065,916,149,0,117,102,15,0,117
Quintana Roo,subdel,Entre 40 y 45 años,202507,551,477,74,0,82,71,11,0,82
Quintana Roo,subdel,Entre 45 y 50 años,202507,184,164,20,0,25,21,4,0,25
Quintana Roo,subdel,Entre 50 y 55 años,202507,67,62,5,0,9,9,0,0,9
Quintana Roo,subdel,Entre 55 y 60 años,202507,34,29,5,0,3,3,0,0,3
Quintana Roo,subdel,Entre 60 y 65 años,202507,19,17,2,0,6,6,0,0,6
Quintana Roo,subdel,Entre 65 y 70 años,202507,2,2,0,0,1,1,0,0,1
Quintana Roo,subdel,Entre 70 y 75 años,202507,2,1,1,0,0,0,0,0,0
San Luis Potosí,subdel,75 años y más,202507,126,124,2,0,5,5,0,0,5
San Luis Potosí,subdel,Entre 15 y 20 años,202507,106,103,3,0,2,2,0,0,2
San Luis Potosí,subdel,Entre 20 y 25 años,202507,1233,1166,67,0,46,45,1,0,46
San Luis Potosí,subdel,Entre 25 y 30 años,202507,1655,1532,123,0,82,80,2,0,82
San Luis Potosí,subdel,Entre 30 y 35 años,202507,1760,1617,143,0,124,121,3,0,124
San Luis Potosí,subdel,Entre 35 y 40 años,202507,1281,1173,108,0,102,99,3,0,102
San Luis Potosí,subdel,Entre 40 y 45 años,202507,899,821,78,0,84,78,6,0,84
San Luis Potosí,subdel,Entre 45 y 50 años,202507,631,581,50,0,68,65,3,0,68
San Luis Potosí,subdel,Entre 50 y 55 años,202507,392,361,31,0,37,35,2,0,37
San Luis Potosí,subdel,Entre 55 y 60 años,202507,207,192,15,0,22,22,0,0,22
San Luis Potosí,subdel,Entre 60 y 65 años,202507,109,106,3,0,12,12,0,0,12
San Luis Potosí,subdel,Entre 65 y 70 años,202507,39,39,0,0,8,8,0,0,8
San Luis Potosí,subdel,Entre 70 y 75 años,202507,9,9,0,0,2,2,0,0,2
San Luis Potosí,subdel,75 años y más,202507,403,361,42,0,9,8,1,0,9
San Luis Potosí,subdel,Entre 15 y 20 años,202507,468,433,35,0,16,15,1,0,16
San Luis Potosí,subdel,Entre 20 y 25 años,202507,3378,3006,372,0,148,138,10,0,148
San Luis Potosí,subdel,Entre 25 y 30 años,202507,3836,3366,470,0,283,270,13,0,283
San Luis Potosí,subdel,Entre 30 y 35 años,202507,3528,3098,430,0,393,363,30,0,393
San Luis Potosí,subdel,Entre 35 y 40 años,202507,2509,2143,366,0,317,273,44,0,317
San Luis Potosí,subdel,Entre 40 y 45 años,202507,1642,1418,224,0,272,248,24,0,272
San Luis Potosí,subdel,Entre 45 y 50 años,202507,974,800,174,0,204,185,19,0,204
San Luis Potosí,subdel,Entre 50 y 55 años,202507,700,585,115,0,164,151,13,0,164
San Luis Potosí,subdel,Entre 55 y 60 años,202507,500,433,67,0,119,115,4,0,119
San Luis Potosí,subdel,Entre 60 y 65 años,202507,292,267,25,0,85,84,1,0,85
San Luis Potosí,subdel,Entre 65 y 70 años,202507,122,110,12,0,20,19,1,0,20
San Luis Potosí,subdel,Entre 70 y 75 años,202507,50,44,6,0,5,5,0,0,5
Sinaloa,subdel,75 años y más,202507,96,95,1,0,2,2,0,0,2
Sinaloa,subdel,Entre 15 y 20 años,202507,50,47,3,0,3,3,0,0,3
Sinaloa,subdel,Entre 20 y 25 años,202507,1025,991,34,0,40,40,0,0,40
Sinaloa,subdel,Entre 25 y 30 años,202507,1517,1411,106,0,59,55,4,0,59
Sinaloa,subdel,Entre 30 y 35 años,202507,1571,1434,137,0,79,75,4,0,79
Sinaloa,subdel,Entre 35 y 40 años,202507,1325,1207,118,0,73,70,3,0,73
Sinaloa,subdel,Entre 40 y 45 años,202507,1077,967,110,0,72,68,4,0,72
Sinaloa,subdel,Entre 45 y 50 años,202507,779,716,63,0,63,61,2,0,63
Sinaloa,subdel,Entre 50 y 55 años,202507,449,403,46,0,53,52,1,0,53
Sinaloa,subdel,Entre 55 y 60 años,202507,279,261,18,0,18,18,0,0,18
Sinaloa,subdel,Entre 60 y 65 años,202507,137,129,8,0,18,18,0,0,18
Sinaloa,subdel,Entre 65 y 70 años,202507,45,44,1,0,4,4,0,0,4
Sinaloa,subdel,Entre 70 y 75 años,202507,9,9,0,0,1,1,0,0,1
Sinaloa,subdel,75 años y más,202507,698,645,53,0,24,21,3,0,24
Sinaloa,subdel,Entre 15 y 20 años,202507,658,614,44,0,13,13,0,0,13
Sinaloa,subdel,Entre 20 y 25 años,202507,5420,4978,442,0,296,283,13,0,296
Sinaloa,subdel,Entre 25 y 30 años,202507,6205,5610,595,0,539,510,29,0,539
Sinaloa,subdel,Entre 30 y 35 años,202507,5554,4934,620,0,599,542,57,0,599
Sinaloa,subdel,Entre 35 y 40 años,202507,4213,3711,502,0,588,534,54,0,588
Sinaloa,subdel,Entre 40 y 45 años,202507,3191,2766,425,0,533,492,41,0,533
Sinaloa,subdel,Entre 45 y 50 años,202507,2171,1879,292,0,432,398,34,0,432
Sinaloa,subdel,Entre 50 y 55 años,202507,1461,1234,227,0,309,275,34,0,309
Sinaloa,subdel,Entre 55 y 60 años,202507,860,759,101,0,201,189,12,0,201
Sinaloa,subdel,Entre 60 y 65 años,202507,434,390,44,0,92,86,6,0,92
Sinaloa,subdel,Entre 65 y 70 años,202507,158,136,22,0,26,24,2,0,26
Sinaloa,subdel,Entre 70 y 75 años,202507,52,48,4,0,7,7,0,0,7
Sonora,subdel,75 años y más,202507,88,86,2,0,2,2,0,0,2
Sonora,subdel,Entre 15 y 20 años,202507,81,79,2,0,2,2,0,0,2
Sonora,subdel,Entre 20 y 25 años,202507,1036,989,47,0,45,43,2,0,45
Sonora,subdel,Entre 25 y 30 años,202507,1507,1363,144,0,106,93,13,0,106
Sonora,subdel,Entre 30 y 35 años,202507,1640,1442,198,0,107,99,8,0,107
Sonora,subdel,Entre 35 y 40 años,202507,1425,1237,188,0,128,115,13,0,128
Sonora,subdel,Entre 40 y 45 años,202507,1113,970,143,0,104,95,9,0,104
Sonora,subdel,Entre 45 y 50 años,202507,787,689,98,0,90,82,8,0,90
Sonora,subdel,Entre 50 y 55 años,202507,485,420,65,0,66,63,3,0,66
Sonora,subdel,Entre 55 y 60 años,202507,273,251,22,0,34,34,0,0,34
Sonora,subdel,Entre 60 y 65 años,202507,134,128,6,0,18,18,0,0,18
Sonora,subdel,Entre 65 y 70 años,202507,46,45,1,0,1,1,0,0,1
Sonora,subdel,Entre 70 y 75 años,202507,12,12,0,0,1,1,0,0,1
Sonora,subdel,75 años y más,202507,512,440,72,0,25,24,1,0,25
Sonora,subdel,Entre 15 y 20 años,202507,426,384,42,0,12,12,0,0,12
Sonora,subdel,Entre 20 y 25 años,202507,3695,3278,417,0,216,205,11,0,216
Sonora,subdel,Entre 25 y 30 años,202507,4458,3920,538,0,344,313,31,0,344
Sonora,subdel,Entre 30 y 35 años,202507,4003,3407,596,0,417,380,37,0,417
Sonora,subdel,Entre 35 y 40 años,202507,3245,2712,533,0,403,359,44,0,403
Sonora,subdel,Entre 40 y 45 años,202507,2516,2079,437,0,377,320,57,0,377
Sonora,subdel,Entre 45 y 50 años,202507,1748,1449,299,0,319,268,51,0,319
Sonora,subdel,Entre 50 y 55 años,202507,1117,926,191,0,257,226,31,0,257
Sonora,subdel,Entre 55 y 60 años,202507,740,616,124,0,168,149,19,0,168
Sonora,subdel,Entre 60 y 65 años,202507,410,367,43,0,85,79,6,0,85
Sonora,subdel,Entre 65 y 70 años,202507,163,149,14,0,28,25,3,0,28
Sonora,subdel,Entre 70 y 75 años,202507,53,47,6,0,7,7,0,0,7
Tabasco,subdel,75 años y más,202507,24,24,0,0,0,0,0,0,0
Tabasco,subdel,Entre 15 y 20 años,202507,27,26,1,0,0,0,0,0,0
Tabasco,subdel,Entre 20 y 25 años,202507,343,331,12,0,11,10,1,0,11
Tabasco,subdel,Entre 25 y 30 años,202507,585,555,30,0,38,38,0,0,38
Tabasco,subdel,Entre 30 y 35 años,202507,623,591,32,0,35,34,1,0,35
Tabasco,subdel,Entre 35 y 40 años,202507,604,567,37,0,42,40,2,0,42
Tabasco,subdel,Entre 40 y 45 años,202507,428,398,30,0,36,35,1,0,36
Tabasco,subdel,Entre 45 y 50 años,202507,260,238,22,0,21,20,1,0,21
Tabasco,subdel,Entre 50 y 55 años,202507,142,135,7,0,15,13,2,0,15
Tabasco,subdel,Entre 55 y 60 años,202507,72,70,2,0,7,7,0,0,7
Tabasco,subdel,Entre 60 y 65 años,202507,22,20,2,0,4,3,1,0,4
Tabasco,subdel,Entre 65 y 70 años,202507,5,5,0,0,0,0,0,0,0
Tabasco,subdel,Entre 70 y 75 años,202507,1,1,0,0,0,0,0,0,0
Tabasco,subdel,75 años y más,202507,407,364,43,0,5,5,0,0,5
Tabasco,subdel,Entre 15 y 20 años,202507,279,257,22,0,3,3,0,0,3
Tabasco,subdel,Entre 20 y 25 años,202507,3294,3002,292,0,118,113,5,0,118
Tabasco,subdel,Entre 25 y 30 años,202507,4355,3886,469,0,281,266,15,0,281
Tabasco,subdel,Entre 30 y 35 años,202507,3922,3508,414,0,325,302,23,0,325
Tabasco,subdel,Entre 35 y 40 años,202507,2807,2523,284,0,322,296,26,0,322
Tabasco,subdel,Entre 40 y 45 años,202507,2058,1834,224,0,253,237,16,0,253
Tabasco,subdel,Entre 45 y 50 años,202507,1106,957,149,0,153,136,17,0,153
